LocationCode,DateTime,Power(mW),GHI,Azimuth,Elevation,Solarinsolation,H_UVI,TEMP,H_UVI_TEMP_interaction
7,2024-05-18 05:15:00,0.32,4.18,68.62,0.74,0.13,0.0,21.8,0.22
7,2024-05-18 05:16:00,0.34,4.18,68.72,0.93,0.13,0.0,21.8,0.22
7,2024-05-18 05:17:00,0.42,4.18,68.82,1.12,0.13,0.0,21.8,0.22
7,2024-05-18 05:18:00,0.46,4.18,68.92,1.31,0.13,0.0,21.8,0.22
7,2024-05-18 05:19:00,0.6,4.18,69.02,1.5,0.13,0.0,21.8,0.22
7,2024-05-18 05:20:00,0.76,8.37,69.12,1.7,0.13,0.0,21.9,0.22
7,2024-05-18 05:21:00,0.78,8.37,69.22,1.89,0.13,0.0,21.9,0.22
7,2024-05-18 05:22:00,0.95,8.37,69.32,2.09,0.13,0.0,21.9,0.22
7,2024-05-18 05:23:00,1.01,8.37,69.42,2.29,0.13,0.0,21.9,0.22
7,2024-05-18 05:24:00,1.22,8.37,69.52,2.49,0.13,0.0,21.9,0.22
7,2024-05-18 05:25:00,1.31,8.37,69.62,2.69,0.13,0.0,21.9,0.22
7,2024-05-18 05:26:00,1.53,8.37,69.71,2.9,0.13,0.0,21.9,0.22
7,2024-05-18 05:27:00,1.72,8.37,69.81,3.1,0.13,0.0,21.9,0.22
7,2024-05-18 05:28:00,1.82,8.37,69.91,3.3,0.13,0.0,21.9,0.22
7,2024-05-18 05:29:00,2.13,8.37,70.01,3.51,0.13,0.0,21.9,0.22
7,2024-05-18 05:30:00,2.39,12.55,70.1,3.72,0.13,0.0,22.1,0.22
7,2024-05-18 05:31:00,2.71,12.55,70.2,3.92,0.13,0.0,22.1,0.22
7,2024-05-18 05:32:00,2.91,12.55,70.29,4.13,0.13,0.0,22.1,0.22
7,2024-05-18 05:33:00,3.53,12.55,70.39,4.34,0.13,0.0,22.1,0.22
7,2024-05-18 05:34:00,4.07,12.55,70.49,4.55,0.13,0.0,22.1,0.22
7,2024-05-18 05:35:00,4.7,12.55,70.58,4.76,0.13,0.0,22.1,0.22
7,2024-05-18 05:36:00,4.91,12.55,70.68,4.97,0.13,0.0,22.1,0.22
7,2024-05-18 05:37:00,5.46,12.55,70.77,5.18,0.13,0.0,22.1,0.22
7,2024-05-18 05:38:00,5.89,12.55,70.87,5.39,0.13,0.0,22.1,0.22
7,2024-05-18 05:39:00,6.43,12.55,70.96,5.6,0.13,0.0,22.1,0.22
7,2024-05-18 05:40:00,6.95,20.82,71.06,5.81,0.14,0.0,22.2,0.22
7,2024-05-18 05:41:00,7.64,20.82,71.15,6.02,0.14,0.0,22.2,0.22
7,2024-05-18 05:42:00,8.19,20.82,71.24,6.24,0.14,0.0,22.2,0.22
7,2024-05-18 05:43:00,8.66,20.82,71.34,6.45,0.14,0.0,22.2,0.22
7,2024-05-18 05:44:00,8.9,20.82,71.43,6.66,0.14,0.0,22.2,0.22
7,2024-05-18 05:45:00,9.4,20.82,71.52,6.87,0.14,0.0,22.2,0.22
7,2024-05-18 05:46:00,9.6,20.82,71.62,7.09,0.14,0.0,22.2,0.22
7,2024-05-18 05:47:00,10.2,20.82,71.71,7.3,0.14,0.0,22.2,0.22
7,2024-05-18 05:48:00,10.32,20.82,71.8,7.52,0.14,0.0,22.2,0.22
7,2024-05-18 05:49:00,10.44,20.82,71.89,7.73,0.14,0.0,22.2,0.22
7,2024-05-18 05:50:00,11.01,29.08,71.98,7.94,0.14,0.0,22.1,0.22
7,2024-05-18 05:51:00,11.04,29.08,72.08,8.16,0.14,0.0,22.1,0.22
7,2024-05-18 05:52:00,11.56,29.08,72.17,8.37,0.14,0.0,22.1,0.22
7,2024-05-18 05:53:00,12.25,29.08,72.26,8.59,0.14,0.0,22.1,0.22
7,2024-05-18 05:54:00,12.58,29.08,72.35,8.8,0.14,0.0,22.1,0.22
7,2024-05-18 05:55:00,13.19,29.08,72.44,9.02,0.14,0.0,22.1,0.22
7,2024-05-18 05:56:00,13.33,29.08,72.53,9.24,0.14,0.0,22.1,0.22
7,2024-05-18 05:57:00,13.44,29.08,72.62,9.45,0.14,0.0,22.1,0.22
7,2024-05-18 05:58:00,13.46,29.08,72.71,9.67,0.14,0.0,22.1,0.22
7,2024-05-18 05:59:00,13.12,29.08,72.8,9.88,0.14,0.0,22.1,0.22
7,2024-05-18 06:00:00,13.93,37.35,72.89,10.1,0.14,0.0,22.1,0.22
7,2024-05-18 06:01:00,14.83,37.35,72.98,10.32,0.14,0.0,22.1,0.22
7,2024-05-18 06:02:00,15.81,37.35,73.07,10.53,0.14,0.0,22.1,0.22
7,2024-05-18 06:03:00,16.42,37.35,73.16,10.75,0.14,0.0,22.1,0.22
7,2024-05-18 06:04:00,16.57,37.35,73.25,10.97,0.14,0.0,22.1,0.22
7,2024-05-18 06:05:00,18.29,37.35,73.34,11.19,0.14,0.0,22.1,0.22
7,2024-05-18 06:06:00,19.35,37.35,73.42,11.4,0.14,0.0,22.1,0.22
7,2024-05-18 06:07:00,20.55,37.35,73.51,11.62,0.14,0.0,22.1,0.22
7,2024-05-18 06:08:00,22.05,37.35,73.6,11.84,0.14,0.0,22.1,0.22
7,2024-05-18 06:09:00,22.7,37.35,73.69,12.06,0.14,0.0,22.1,0.22
7,2024-05-18 06:10:00,23.58,46.72,73.78,12.27,0.23,0.1,22.2,2.44
7,2024-05-18 06:11:00,24.75,46.72,73.86,12.49,0.23,0.1,22.2,2.44
7,2024-05-18 06:12:00,25.91,46.72,73.95,12.71,0.23,0.1,22.2,2.44
7,2024-05-18 06:13:00,26.88,46.72,74.04,12.93,0.23,0.1,22.2,2.44
7,2024-05-18 06:14:00,27.79,46.72,74.13,13.15,0.23,0.1,22.2,2.44
7,2024-05-18 06:15:00,28.86,46.72,74.21,13.37,0.23,0.1,22.2,2.44
7,2024-05-18 06:16:00,29.2,46.72,74.3,13.59,0.23,0.1,22.2,2.44
7,2024-05-18 06:17:00,30.29,46.72,74.39,13.8,0.23,0.1,22.2,2.44
7,2024-05-18 06:18:00,31.37,46.72,74.47,14.02,0.23,0.1,22.2,2.44
7,2024-05-18 06:19:00,31.62,46.72,74.56,14.24,0.23,0.1,22.2,2.44
7,2024-05-18 06:20:00,34.13,56.08,74.64,14.46,0.32,0.1,22.4,2.46
7,2024-05-18 06:21:00,36.24,56.08,74.73,14.68,0.32,0.1,22.4,2.46
7,2024-05-18 06:22:00,38.03,56.08,74.82,14.9,0.32,0.1,22.4,2.46
7,2024-05-18 06:23:00,40.95,56.08,74.9,15.12,0.32,0.1,22.4,2.46
7,2024-05-18 06:24:00,43.63,56.08,74.99,15.34,0.32,0.1,22.4,2.46
7,2024-05-18 06:25:00,47.74,56.08,75.07,15.56,0.32,0.1,22.4,2.46
7,2024-05-18 06:26:00,54.13,56.08,75.16,15.78,0.32,0.1,22.4,2.46
7,2024-05-18 06:27:00,57.34,56.08,75.24,16.0,0.32,0.1,22.4,2.46
7,2024-05-18 06:28:00,64.17,56.08,75.33,16.22,0.32,0.1,22.4,2.46
7,2024-05-18 06:29:00,75.62,56.08,75.41,16.44,0.32,0.1,22.4,2.46
7,2024-05-18 06:30:00,120.51,65.45,75.5,16.66,0.41,0.2,22.9,4.81
7,2024-05-18 06:31:00,197.27,65.45,75.58,16.88,0.41,0.2,22.9,4.81
7,2024-05-18 06:32:00,232.29,65.45,75.66,17.1,0.41,0.2,22.9,4.81
7,2024-05-18 06:33:00,188.5,65.45,75.75,17.32,0.41,0.2,22.9,4.81
7,2024-05-18 06:34:00,174.14,65.45,75.83,17.54,0.41,0.2,22.9,4.81
7,2024-05-18 06:35:00,202.02,65.45,75.92,17.76,0.41,0.2,22.9,4.81
7,2024-05-18 06:36:00,207.66,65.45,76.0,17.99,0.41,0.2,22.9,4.81
7,2024-05-18 06:37:00,216.97,65.45,76.08,18.21,0.41,0.2,22.9,4.81
7,2024-05-18 06:38:00,198.04,65.45,76.17,18.43,0.41,0.2,22.9,4.81
7,2024-05-18 06:39:00,183.02,65.45,76.25,18.65,0.41,0.2,22.9,4.81
7,2024-05-18 06:40:00,39.21,75.18,76.33,18.87,0.5,0.3,23.5,7.28
7,2024-05-18 06:41:00,36.18,75.18,76.42,19.09,0.5,0.3,23.5,7.28
7,2024-05-18 06:42:00,38.14,75.18,76.5,19.31,0.5,0.3,23.5,7.28
7,2024-05-18 06:43:00,42.48,75.18,76.58,19.54,0.5,0.3,23.5,7.28
7,2024-05-18 06:44:00,44.71,75.18,76.66,19.76,0.5,0.3,23.5,7.28
7,2024-05-18 06:45:00,44.34,75.18,76.75,19.98,0.5,0.3,23.5,7.28
7,2024-05-18 06:46:00,38.63,75.18,76.83,20.2,0.5,0.3,23.5,7.28
7,2024-05-18 06:47:00,37.92,75.18,76.91,20.42,0.5,0.3,23.5,7.28
7,2024-05-18 06:48:00,38.14,75.18,76.99,20.64,0.5,0.3,23.5,7.28
7,2024-05-18 06:49:00,39.28,75.18,77.07,20.87,0.5,0.3,23.5,7.28
7,2024-05-18 06:50:00,39.67,84.9,77.16,21.09,0.59,0.4,23.7,9.72
7,2024-05-18 06:51:00,40.54,84.9,77.24,21.31,0.59,0.4,23.7,9.72
7,2024-05-18 06:52:00,40.54,84.9,77.32,21.53,0.59,0.4,23.7,9.72
7,2024-05-18 06:53:00,40.66,84.9,77.4,21.76,0.59,0.4,23.7,9.72
7,2024-05-18 06:54:00,43.38,84.9,77.48,21.98,0.59,0.4,23.7,9.72
7,2024-05-18 06:55:00,48.0,84.9,77.56,22.2,0.59,0.4,23.7,9.72
7,2024-05-18 06:56:00,54.81,84.9,77.65,22.42,0.59,0.4,23.7,9.72
7,2024-05-18 06:57:00,61.06,84.9,77.73,22.65,0.59,0.4,23.7,9.72
7,2024-05-18 06:58:00,66.15,84.9,77.81,22.87,0.59,0.4,23.7,9.72
7,2024-05-18 06:59:00,69.76,84.9,77.89,23.09,0.59,0.4,23.7,9.72
7,2024-05-18 07:00:00,73.09,94.63,77.97,23.32,0.68,0.5,23.7,12.09
7,2024-05-18 07:01:00,75.78,94.63,78.05,23.54,0.68,0.5,23.7,12.09
7,2024-05-18 07:02:00,79.15,94.63,78.13,23.76,0.68,0.5,23.7,12.09
7,2024-05-18 07:03:00,81.34,94.63,78.21,23.99,0.68,0.5,23.7,12.09
7,2024-05-18 07:04:00,81.51,94.63,78.29,24.21,0.68,0.5,23.7,12.09
7,2024-05-18 07:05:00,81.67,94.63,78.37,24.43,0.68,0.5,23.7,12.09
7,2024-05-18 07:06:00,83.33,94.63,78.45,24.66,0.68,0.5,23.7,12.09
7,2024-05-18 07:07:00,84.83,94.63,78.54,24.88,0.68,0.5,23.7,12.09
7,2024-05-18 07:08:00,79.47,94.63,78.62,25.1,0.68,0.5,23.7,12.09
7,2024-05-18 07:09:00,67.49,94.63,78.7,25.33,0.68,0.5,23.7,12.09
7,2024-05-18 07:10:00,66.0,104.3,78.78,25.55,0.7,0.6,23.8,14.52
7,2024-05-18 07:11:00,67.28,104.3,78.86,25.77,0.7,0.6,23.8,14.52
7,2024-05-18 07:12:00,68.25,104.3,78.94,26.0,0.7,0.6,23.8,14.52
7,2024-05-18 07:13:00,71.85,104.3,79.02,26.22,0.7,0.6,23.8,14.52
7,2024-05-18 07:14:00,75.68,104.3,79.1,26.45,0.7,0.6,23.8,14.52
7,2024-05-18 07:15:00,79.7,104.3,79.18,26.67,0.7,0.6,23.8,14.52
7,2024-05-18 07:16:00,85.44,104.3,79.26,26.89,0.7,0.6,23.8,14.52
7,2024-05-18 07:17:00,91.45,104.3,79.34,27.12,0.7,0.6,23.8,14.52
7,2024-05-18 07:18:00,100.02,104.3,79.42,27.34,0.7,0.6,23.8,14.52
7,2024-05-18 07:19:00,109.25,104.3,79.5,27.57,0.7,0.6,23.8,14.52
7,2024-05-18 07:20:00,119.0,113.97,79.58,27.79,0.71,0.7,23.8,16.9
7,2024-05-18 07:21:00,128.25,113.97,79.65,28.02,0.71,0.7,23.8,16.9
7,2024-05-18 07:22:00,138.24,113.97,79.73,28.24,0.71,0.7,23.8,16.9
7,2024-05-18 07:23:00,145.85,113.97,79.81,28.46,0.71,0.7,23.8,16.9
7,2024-05-18 07:24:00,153.9,113.97,79.89,28.69,0.71,0.7,23.8,16.9
7,2024-05-18 07:25:00,165.11,113.97,79.97,28.91,0.71,0.7,23.8,16.9
7,2024-05-18 07:26:00,159.38,113.97,80.05,29.14,0.71,0.7,23.8,16.9
7,2024-05-18 07:27:00,154.49,113.97,80.13,29.36,0.71,0.7,23.8,16.9
7,2024-05-18 07:28:00,152.1,113.97,80.21,29.59,0.71,0.7,23.8,16.9
7,2024-05-18 07:29:00,149.09,113.97,80.29,29.81,0.71,0.7,23.8,16.9
7,2024-05-18 07:30:00,165.44,123.64,80.37,30.04,0.73,0.8,23.9,19.36
7,2024-05-18 07:31:00,138.89,123.64,80.45,30.26,0.73,0.8,23.9,19.36
7,2024-05-18 07:32:00,138.15,123.64,80.53,30.49,0.73,0.8,23.9,19.36
7,2024-05-18 07:33:00,135.25,123.64,80.61,30.71,0.73,0.8,23.9,19.36
7,2024-05-18 07:34:00,131.04,123.64,80.69,30.94,0.73,0.8,23.9,19.36
7,2024-05-18 07:35:00,135.03,123.64,80.77,31.16,0.73,0.8,23.9,19.36
7,2024-05-18 07:36:00,138.8,123.64,80.85,31.39,0.73,0.8,23.9,19.36
7,2024-05-18 07:37:00,149.54,123.64,80.93,31.61,0.73,0.8,23.9,19.36
7,2024-05-18 07:38:00,157.32,123.64,81.0,31.84,0.73,0.8,23.9,19.36
7,2024-05-18 07:39:00,160.31,123.64,81.08,32.07,0.73,0.8,23.9,19.36
7,2024-05-18 07:40:00,159.99,132.92,81.16,32.29,0.75,0.9,24.1,21.93
7,2024-05-18 07:41:00,162.16,132.92,81.24,32.52,0.75,0.9,24.1,21.93
7,2024-05-18 07:42:00,167.46,132.92,81.32,32.74,0.75,0.9,24.1,21.93
7,2024-05-18 07:43:00,183.02,132.92,81.4,32.97,0.75,0.9,24.1,21.93
7,2024-05-18 07:44:00,203.47,132.92,81.48,33.19,0.75,0.9,24.1,21.93
7,2024-05-18 07:45:00,200.36,132.92,81.56,33.42,0.75,0.9,24.1,21.93
7,2024-05-18 07:46:00,183.52,132.92,81.64,33.64,0.75,0.9,24.1,21.93
7,2024-05-18 07:47:00,160.31,132.92,81.72,33.87,0.75,0.9,24.1,21.93
7,2024-05-18 07:48:00,154.13,132.92,81.8,34.1,0.75,0.9,24.1,21.93
7,2024-05-18 07:49:00,151.33,132.92,81.88,34.32,0.75,0.9,24.1,21.93
7,2024-05-18 07:50:00,149.18,142.19,81.96,34.55,0.76,1.1,24.4,27.08
7,2024-05-18 07:51:00,151.42,142.19,82.04,34.77,0.76,1.1,24.4,27.08
7,2024-05-18 07:52:00,148.87,142.19,82.11,35.0,0.76,1.1,24.4,27.08
7,2024-05-18 07:53:00,149.63,142.19,82.19,35.23,0.76,1.1,24.4,27.08
7,2024-05-18 07:54:00,149.41,142.19,82.27,35.45,0.76,1.1,24.4,27.08
7,2024-05-18 07:55:00,152.32,142.19,82.35,35.68,0.76,1.1,24.4,27.08
7,2024-05-18 07:56:00,154.81,142.19,82.43,35.91,0.76,1.1,24.4,27.08
7,2024-05-18 07:57:00,156.86,142.19,82.51,36.13,0.76,1.1,24.4,27.08
7,2024-05-18 07:58:00,157.69,142.19,82.59,36.36,0.76,1.1,24.4,27.08
7,2024-05-18 07:59:00,154.36,142.19,82.67,36.58,0.76,1.1,24.4,27.08
7,2024-05-18 08:00:00,159.06,151.47,82.75,36.81,0.78,1.3,24.9,32.62
7,2024-05-18 08:01:00,157.69,151.47,82.83,37.04,0.78,1.3,24.9,32.62
7,2024-05-18 08:02:00,162.16,151.47,82.91,37.26,0.78,1.3,24.9,32.62
7,2024-05-18 08:03:00,166.05,151.47,82.99,37.49,0.78,1.3,24.9,32.62
7,2024-05-18 08:04:00,162.63,151.47,83.07,37.72,0.78,1.3,24.9,32.62
7,2024-05-18 08:05:00,161.93,151.47,83.15,37.94,0.78,1.3,24.9,32.62
7,2024-05-18 08:06:00,170.54,151.47,83.23,38.17,0.78,1.3,24.9,32.62
7,2024-05-18 08:07:00,185.15,151.47,83.31,38.4,0.78,1.3,24.9,32.62
7,2024-05-18 08:08:00,197.52,151.47,83.39,38.62,0.78,1.3,24.9,32.62
7,2024-05-18 08:09:00,200.72,151.47,83.47,38.85,0.78,1.3,24.9,32.62
7,2024-05-18 08:10:00,217.51,160.14,83.55,39.08,0.95,1.5,25.0,37.75
7,2024-05-18 08:11:00,248.43,160.14,83.63,39.3,0.95,1.5,25.0,37.75
7,2024-05-18 08:12:00,257.25,160.14,83.72,39.53,0.95,1.5,25.0,37.75
7,2024-05-18 08:13:00,386.5,160.14,83.8,39.76,0.95,1.5,25.0,37.75
7,2024-05-18 08:14:00,475.85,160.14,83.88,39.99,0.95,1.5,25.0,37.75
7,2024-05-18 08:15:00,575.97,160.14,83.96,40.21,0.95,1.5,25.0,37.75
7,2024-05-18 08:16:00,612.91,160.14,84.04,40.44,0.95,1.5,25.0,37.75
7,2024-05-18 08:17:00,597.02,160.14,84.12,40.67,0.95,1.5,25.0,37.75
7,2024-05-18 08:18:00,655.2,160.14,84.2,40.89,0.95,1.5,25.0,37.75
7,2024-05-18 08:19:00,550.66,160.14,84.28,41.12,0.95,1.5,25.0,37.75
7,2024-05-18 08:20:00,461.78,168.8,84.36,41.35,1.11,1.9,26.0,49.66
7,2024-05-18 08:21:00,494.75,168.8,84.45,41.58,1.11,1.9,26.0,49.66
7,2024-05-18 08:22:00,362.62,168.8,84.53,41.8,1.11,1.9,26.0,49.66
7,2024-05-18 08:23:00,286.63,168.8,84.61,42.03,1.11,1.9,26.0,49.66
7,2024-05-18 08:24:00,284.59,168.8,84.69,42.26,1.11,1.9,26.0,49.66
7,2024-05-18 08:25:00,318.18,168.8,84.77,42.48,1.11,1.9,26.0,49.66
7,2024-05-18 08:26:00,188.4,168.8,84.86,42.71,1.11,1.9,26.0,49.66
7,2024-05-18 08:27:00,162.77,168.8,84.94,42.94,1.11,1.9,26.0,49.66
7,2024-05-18 08:28:00,160.68,168.8,85.02,43.17,1.11,1.9,26.0,49.66
7,2024-05-18 08:29:00,165.44,168.8,85.11,43.39,1.11,1.9,26.0,49.66
7,2024-05-18 08:30:00,173.76,177.47,85.19,43.62,1.28,2.3,26.4,60.98
