LocationCode,DateTime,Power(mW),GHI,Azimuth,Elevation,Solarinsolation,H_UVI,TEMP,H_UVI_TEMP_interaction
6,2024-05-14 17:33:00,0.97,32.1,285.73,11.3,0.27,0.4,23.9,9.8
6,2024-05-14 17:34:00,1.41,32.1,285.82,11.08,0.27,0.4,23.9,9.8
6,2024-05-14 17:35:00,1.71,32.1,285.91,10.86,0.27,0.4,23.9,9.8
6,2024-05-14 17:36:00,1.88,32.1,286.0,10.65,0.27,0.4,23.9,9.8
6,2024-05-14 17:37:00,1.63,32.1,286.09,10.43,0.27,0.4,23.9,9.8
6,2024-05-14 17:38:00,1.37,32.1,286.18,10.21,0.27,0.4,23.9,9.8
6,2024-05-14 17:39:00,1.16,32.1,286.27,9.99,0.27,0.4,23.9,9.8
6,2024-05-14 17:40:00,1.12,24.2,286.37,9.78,0.22,0.3,23.9,7.41
6,2024-05-14 17:41:00,1.14,24.2,286.46,9.56,0.22,0.3,23.9,7.41
6,2024-05-14 17:42:00,1.14,24.2,286.55,9.34,0.22,0.3,23.9,7.41
6,2024-05-14 17:43:00,1.16,24.2,286.64,9.13,0.22,0.3,23.9,7.41
6,2024-05-14 17:44:00,1.17,24.2,286.73,8.91,0.22,0.3,23.9,7.41
6,2024-05-14 17:45:00,1.12,24.2,286.82,8.69,0.22,0.3,23.9,7.41
6,2024-05-14 17:46:00,0.97,24.2,286.91,8.48,0.22,0.3,23.9,7.41
6,2024-05-14 17:47:00,0.93,24.2,287.01,8.26,0.22,0.3,23.9,7.41
6,2024-05-14 17:48:00,0.9,24.2,287.1,8.04,0.22,0.3,23.9,7.41
6,2024-05-14 17:49:00,0.79,24.2,287.19,7.83,0.22,0.3,23.9,7.41
6,2024-05-14 17:50:00,0.78,16.29,287.28,7.61,0.16,0.2,23.9,5.02
6,2024-05-14 17:51:00,0.77,16.29,287.38,7.4,0.16,0.2,23.9,5.02
6,2024-05-14 17:52:00,0.75,16.29,287.47,7.18,0.16,0.2,23.9,5.02
6,2024-05-14 17:53:00,0.62,16.29,287.56,6.97,0.16,0.2,23.9,5.02
6,2024-05-14 17:54:00,0.56,16.29,287.66,6.75,0.16,0.2,23.9,5.02
6,2024-05-14 17:55:00,0.41,16.29,287.75,6.54,0.16,0.2,23.9,5.02
6,2024-05-14 17:56:00,0.29,16.29,287.84,6.33,0.16,0.2,23.9,5.02
6,2024-05-14 17:57:00,0.25,16.29,287.94,6.11,0.16,0.2,23.9,5.02
6,2024-05-14 17:58:00,0.18,16.29,288.03,5.9,0.16,0.2,23.9,5.02
6,2024-05-14 17:59:00,0.16,16.29,288.13,5.69,0.16,0.2,23.9,5.02
6,2024-05-14 18:00:00,0.12,8.39,288.22,5.48,0.11,0.2,23.8,5.0
6,2024-05-14 18:01:00,0.09,8.39,288.32,5.26,0.11,0.2,23.8,5.0
6,2024-05-14 18:02:00,0.08,8.39,288.41,5.05,0.11,0.2,23.8,5.0
6,2024-05-14 18:03:00,0.08,8.39,288.51,4.84,0.11,0.2,23.8,5.0
6,2024-05-14 18:04:00,0.08,8.39,288.6,4.63,0.11,0.2,23.8,5.0
6,2024-05-14 18:05:00,0.08,8.39,288.7,4.42,0.11,0.2,23.8,5.0
6,2024-05-14 18:06:00,0.08,8.39,288.8,4.21,0.11,0.2,23.8,5.0
6,2024-05-14 18:07:00,0.09,8.39,288.89,4.0,0.11,0.2,23.8,5.0
6,2024-05-14 18:08:00,0.07,8.39,288.99,3.79,0.11,0.2,23.8,5.0
6,2024-05-14 18:09:00,0.07,8.39,289.09,3.59,0.11,0.2,23.8,5.0
6,2024-05-14 18:10:00,0.06,5.59,289.19,3.38,0.09,0.1,23.7,2.61
6,2024-05-14 18:11:00,0.06,5.59,289.28,3.17,0.09,0.1,23.7,2.61
6,2024-05-14 18:12:00,0.08,5.59,289.38,2.97,0.09,0.1,23.7,2.61
6,2024-05-14 18:13:00,0.08,5.59,289.48,2.76,0.09,0.1,23.7,2.61
6,2024-05-14 18:14:00,0.09,5.59,289.58,2.56,0.09,0.1,23.7,2.61
6,2024-05-14 18:15:00,0.08,5.59,289.68,2.36,0.09,0.1,23.7,2.61
6,2024-05-14 18:16:00,0.08,5.59,289.78,2.16,0.09,0.1,23.7,2.61
6,2024-05-14 18:17:00,0.08,5.59,289.88,1.96,0.09,0.1,23.7,2.61
6,2024-05-14 18:18:00,0.06,5.59,289.97,1.76,0.09,0.1,23.7,2.61
6,2024-05-14 18:19:00,0.05,5.59,290.07,1.56,0.09,0.1,23.7,2.61
6,2024-05-14 18:20:00,0.04,2.8,290.17,1.37,0.08,0.1,23.7,2.61
6,2024-05-14 18:21:00,0.04,2.8,290.28,1.18,0.08,0.1,23.7,2.61
6,2024-05-14 18:22:00,0.03,2.8,290.38,0.99,0.08,0.1,23.7,2.61
6,2024-05-14 18:23:00,0.02,2.8,290.48,0.8,0.08,0.1,23.7,2.61
6,2024-05-14 18:24:00,0.03,2.8,290.58,0.61,0.08,0.1,23.7,2.61
6,2024-05-14 18:25:00,0.02,2.8,290.68,0.43,0.08,0.1,23.7,2.61
6,2024-05-14 18:26:00,0.02,2.8,290.78,0.25,0.08,0.1,23.7,2.61
6,2024-05-14 18:27:00,0.01,2.8,290.88,0.07,0.08,0.1,23.7,2.61
6,2024-05-15 05:13:00,0.04,3.9,69.04,0.14,0.05,0.0,21.7,0.22
6,2024-05-15 05:14:00,0.06,3.9,69.14,0.32,0.05,0.0,21.7,0.22
6,2024-05-15 05:15:00,0.08,3.9,69.24,0.5,0.05,0.0,21.7,0.22
6,2024-05-15 05:16:00,0.08,3.9,69.34,0.69,0.05,0.0,21.7,0.22
6,2024-05-15 05:17:00,0.1,3.9,69.45,0.87,0.05,0.0,21.7,0.22
6,2024-05-15 05:18:00,0.1,3.9,69.55,1.06,0.05,0.0,21.7,0.22
6,2024-05-15 05:19:00,0.13,3.9,69.65,1.26,0.05,0.0,21.7,0.22
6,2024-05-15 05:20:00,0.13,7.81,69.75,1.45,0.05,0.0,21.8,0.22
6,2024-05-15 05:21:00,0.19,7.81,69.85,1.64,0.05,0.0,21.8,0.22
6,2024-05-15 05:22:00,0.26,7.81,69.95,1.84,0.05,0.0,21.8,0.22
6,2024-05-15 05:23:00,0.27,7.81,70.04,2.04,0.05,0.0,21.8,0.22
6,2024-05-15 05:24:00,0.3,7.81,70.14,2.24,0.05,0.0,21.8,0.22
6,2024-05-15 05:25:00,0.37,7.81,70.24,2.44,0.05,0.0,21.8,0.22
6,2024-05-15 05:26:00,0.41,7.81,70.34,2.64,0.05,0.0,21.8,0.22
6,2024-05-15 05:27:00,0.55,7.81,70.44,2.85,0.05,0.0,21.8,0.22
6,2024-05-15 05:28:00,0.61,7.81,70.54,3.05,0.05,0.0,21.8,0.22
6,2024-05-15 05:29:00,0.73,7.81,70.63,3.26,0.05,0.0,21.8,0.22
6,2024-05-15 05:30:00,0.91,11.71,70.73,3.46,0.05,0.0,21.9,0.22
6,2024-05-15 05:31:00,0.95,11.71,70.83,3.67,0.05,0.0,21.9,0.22
6,2024-05-15 05:32:00,1.07,11.71,70.93,3.88,0.05,0.0,21.9,0.22
6,2024-05-15 05:33:00,1.12,11.71,71.02,4.09,0.05,0.0,21.9,0.22
6,2024-05-15 05:34:00,1.17,11.71,71.12,4.3,0.05,0.0,21.9,0.22
6,2024-05-15 05:35:00,1.32,11.71,71.21,4.51,0.05,0.0,21.9,0.22
6,2024-05-15 05:36:00,1.45,11.71,71.31,4.72,0.05,0.0,21.9,0.22
6,2024-05-15 05:37:00,1.71,11.71,71.41,4.93,0.05,0.0,21.9,0.22
6,2024-05-15 05:38:00,2.03,11.71,71.5,5.14,0.05,0.0,21.9,0.22
6,2024-05-15 05:39:00,2.3,11.71,71.6,5.35,0.05,0.0,21.9,0.22
6,2024-05-15 05:40:00,2.62,19.95,71.69,5.56,0.05,0.0,21.9,0.22
6,2024-05-15 05:41:00,2.66,19.95,71.78,5.77,0.05,0.0,21.9,0.22
6,2024-05-15 05:42:00,2.92,19.95,71.88,5.99,0.05,0.0,21.9,0.22
6,2024-05-15 05:43:00,3.08,19.95,71.97,6.2,0.05,0.0,21.9,0.22
6,2024-05-15 05:44:00,3.37,19.95,72.07,6.41,0.05,0.0,21.9,0.22
6,2024-05-15 05:45:00,3.44,19.95,72.16,6.63,0.05,0.0,21.9,0.22
6,2024-05-15 05:46:00,3.31,19.95,72.25,6.84,0.05,0.0,21.9,0.22
6,2024-05-15 05:47:00,3.37,19.95,72.35,7.06,0.05,0.0,21.9,0.22
6,2024-05-15 05:48:00,4.26,19.95,72.44,7.27,0.05,0.0,21.9,0.22
6,2024-05-15 05:49:00,4.75,19.95,72.53,7.49,0.05,0.0,21.9,0.22
6,2024-05-15 05:50:00,5.32,28.18,72.63,7.7,0.05,0.0,22.0,0.22
6,2024-05-15 05:51:00,6.14,28.18,72.72,7.92,0.05,0.0,22.0,0.22
6,2024-05-15 05:52:00,6.68,28.18,72.81,8.13,0.05,0.0,22.0,0.22
6,2024-05-15 05:53:00,7.36,28.18,72.9,8.35,0.05,0.0,22.0,0.22
6,2024-05-15 05:54:00,7.88,28.18,72.99,8.56,0.05,0.0,22.0,0.22
6,2024-05-15 05:55:00,8.4,28.18,73.08,8.78,0.05,0.0,22.0,0.22
6,2024-05-15 05:56:00,8.62,28.18,73.18,9.0,0.05,0.0,22.0,0.22
6,2024-05-15 05:57:00,9.7,28.18,73.27,9.21,0.05,0.0,22.0,0.22
6,2024-05-15 05:58:00,10.42,28.18,73.36,9.43,0.05,0.0,22.0,0.22
6,2024-05-15 05:59:00,10.54,28.18,73.45,9.65,0.05,0.0,22.0,0.22
6,2024-05-15 06:00:00,10.06,36.42,73.54,9.86,0.05,0.0,22.3,0.22
6,2024-05-15 06:01:00,11.26,36.42,73.63,10.08,0.05,0.0,22.3,0.22
6,2024-05-15 06:02:00,12.65,36.42,73.72,10.3,0.05,0.0,22.3,0.22
6,2024-05-15 06:03:00,13.23,36.42,73.81,10.52,0.05,0.0,22.3,0.22
6,2024-05-15 06:04:00,12.05,36.42,73.9,10.73,0.05,0.0,22.3,0.22
6,2024-05-15 06:05:00,11.46,36.42,73.99,10.95,0.05,0.0,22.3,0.22
6,2024-05-15 06:06:00,11.95,36.42,74.08,11.17,0.05,0.0,22.3,0.22
6,2024-05-15 06:07:00,10.58,36.42,74.17,11.39,0.05,0.0,22.3,0.22
6,2024-05-15 06:08:00,9.88,36.42,74.25,11.61,0.05,0.0,22.3,0.22
6,2024-05-15 06:09:00,9.76,36.42,74.34,11.83,0.05,0.0,22.3,0.22
6,2024-05-15 06:10:00,10.42,45.81,74.43,12.04,0.11,0.0,22.6,0.23
6,2024-05-15 06:11:00,11.37,45.81,74.52,12.26,0.11,0.0,22.6,0.23
6,2024-05-15 06:12:00,14.18,45.81,74.61,12.48,0.11,0.0,22.6,0.23
6,2024-05-15 06:13:00,16.82,45.81,74.7,12.7,0.11,0.0,22.6,0.23
6,2024-05-15 06:14:00,19.4,45.81,74.78,12.92,0.11,0.0,22.6,0.23
6,2024-05-15 06:15:00,19.66,45.81,74.87,13.14,0.11,0.0,22.6,0.23
6,2024-05-15 06:16:00,20.38,45.81,74.96,13.36,0.11,0.0,22.6,0.23
6,2024-05-15 06:17:00,20.78,45.81,75.05,13.58,0.11,0.0,22.6,0.23
6,2024-05-15 06:18:00,21.61,45.81,75.13,13.8,0.11,0.0,22.6,0.23
6,2024-05-15 06:19:00,22.41,45.81,75.22,14.02,0.11,0.0,22.6,0.23
6,2024-05-15 06:20:00,21.82,55.2,75.31,14.24,0.16,0.1,22.2,2.44
6,2024-05-15 06:21:00,21.47,55.2,75.39,14.46,0.16,0.1,22.2,2.44
6,2024-05-15 06:22:00,20.47,55.2,75.48,14.68,0.16,0.1,22.2,2.44
6,2024-05-15 06:23:00,19.91,55.2,75.57,14.9,0.16,0.1,22.2,2.44
6,2024-05-15 06:24:00,19.79,55.2,75.65,15.12,0.16,0.1,22.2,2.44
6,2024-05-15 06:25:00,19.45,55.2,75.74,15.34,0.16,0.1,22.2,2.44
6,2024-05-15 06:26:00,18.53,55.2,75.83,15.56,0.16,0.1,22.2,2.44
6,2024-05-15 06:27:00,18.42,55.2,75.91,15.78,0.16,0.1,22.2,2.44
6,2024-05-15 06:28:00,18.75,55.2,76.0,16.0,0.16,0.1,22.2,2.44
6,2024-05-15 06:29:00,20.61,55.2,76.08,16.22,0.16,0.1,22.2,2.44
6,2024-05-15 06:30:00,20.55,64.59,76.17,16.44,0.22,0.1,22.6,2.49
6,2024-05-15 06:31:00,20.73,64.59,76.25,16.67,0.22,0.1,22.6,2.49
6,2024-05-15 06:32:00,20.69,64.59,76.34,16.89,0.22,0.1,22.6,2.49
6,2024-05-15 06:33:00,21.26,64.59,76.42,17.11,0.22,0.1,22.6,2.49
6,2024-05-15 06:34:00,21.47,64.59,76.51,17.33,0.22,0.1,22.6,2.49
6,2024-05-15 06:35:00,21.56,64.59,76.59,17.55,0.22,0.1,22.6,2.49
6,2024-05-15 06:36:00,21.56,64.59,76.68,17.77,0.22,0.1,22.6,2.49
6,2024-05-15 06:37:00,21.47,64.59,76.76,17.99,0.22,0.1,22.6,2.49
6,2024-05-15 06:38:00,21.47,64.59,76.85,18.22,0.22,0.1,22.6,2.49
6,2024-05-15 06:39:00,19.96,64.59,76.93,18.44,0.22,0.1,22.6,2.49
6,2024-05-15 06:40:00,17.84,74.35,77.02,18.66,0.28,0.2,22.8,4.79
6,2024-05-15 06:41:00,17.05,74.35,77.1,18.88,0.28,0.2,22.8,4.79
6,2024-05-15 06:42:00,16.01,74.35,77.18,19.1,0.28,0.2,22.8,4.79
6,2024-05-15 06:43:00,16.23,74.35,77.27,19.33,0.28,0.2,22.8,4.79
6,2024-05-15 06:44:00,16.01,74.35,77.35,19.55,0.28,0.2,22.8,4.79
6,2024-05-15 06:45:00,17.08,74.35,77.43,19.77,0.28,0.2,22.8,4.79
6,2024-05-15 06:46:00,19.02,74.35,77.52,19.99,0.28,0.2,22.8,4.79
6,2024-05-15 06:47:00,20.81,74.35,77.6,20.22,0.28,0.2,22.8,4.79
6,2024-05-15 06:48:00,21.74,74.35,77.68,20.44,0.28,0.2,22.8,4.79
6,2024-05-15 06:49:00,25.88,74.35,77.77,20.66,0.28,0.2,22.8,4.79
6,2024-05-15 06:50:00,28.3,84.12,77.85,20.89,0.33,0.2,23.3,4.89
6,2024-05-15 06:51:00,29.48,84.12,77.93,21.11,0.33,0.2,23.3,4.89
6,2024-05-15 06:52:00,30.53,84.12,78.02,21.33,0.33,0.2,23.3,4.89
6,2024-05-15 06:53:00,27.8,84.12,78.1,21.55,0.33,0.2,23.3,4.89
6,2024-05-15 06:54:00,29.27,84.12,78.18,21.78,0.33,0.2,23.3,4.89
6,2024-05-15 06:55:00,35.01,84.12,78.27,22.0,0.33,0.2,23.3,4.89
6,2024-05-15 06:56:00,34.32,84.12,78.35,22.22,0.33,0.2,23.3,4.89
6,2024-05-15 06:57:00,35.39,84.12,78.43,22.45,0.33,0.2,23.3,4.89
6,2024-05-15 06:58:00,37.7,84.12,78.51,22.67,0.33,0.2,23.3,4.89
6,2024-05-15 06:59:00,38.51,84.12,78.6,22.89,0.33,0.2,23.3,4.89
6,2024-05-15 07:00:00,41.92,93.88,78.68,23.12,0.39,0.4,23.5,9.64
6,2024-05-15 07:01:00,46.16,93.88,78.76,23.34,0.39,0.4,23.5,9.64
6,2024-05-15 07:02:00,47.92,93.88,78.84,23.57,0.39,0.4,23.5,9.64
6,2024-05-15 07:03:00,46.41,93.88,78.92,23.79,0.39,0.4,23.5,9.64
6,2024-05-15 07:04:00,49.24,93.88,79.01,24.01,0.39,0.4,23.5,9.64
6,2024-05-15 07:05:00,43.72,93.88,79.09,24.24,0.39,0.4,23.5,9.64
6,2024-05-15 07:06:00,39.48,93.88,79.17,24.46,0.39,0.4,23.5,9.64
6,2024-05-15 07:07:00,43.35,93.88,79.25,24.68,0.39,0.4,23.5,9.64
6,2024-05-15 07:08:00,45.18,93.88,79.33,24.91,0.39,0.4,23.5,9.64
6,2024-05-15 07:09:00,54.04,93.88,79.42,25.13,0.39,0.4,23.5,9.64
6,2024-05-15 07:10:00,46.85,103.59,79.5,25.36,0.55,0.5,24.0,12.24
6,2024-05-15 07:11:00,59.27,103.59,79.58,25.58,0.55,0.5,24.0,12.24
6,2024-05-15 07:12:00,46.41,103.59,79.66,25.81,0.55,0.5,24.0,12.24
6,2024-05-15 07:13:00,41.11,103.59,79.74,26.03,0.55,0.5,24.0,12.24
6,2024-05-15 07:14:00,41.23,103.59,79.82,26.26,0.55,0.5,24.0,12.24
6,2024-05-15 07:15:00,49.24,103.59,79.91,26.48,0.55,0.5,24.0,12.24
6,2024-05-15 07:16:00,69.11,103.59,79.99,26.7,0.55,0.5,24.0,12.24
6,2024-05-15 07:17:00,49.5,103.59,80.07,26.93,0.55,0.5,24.0,12.24
6,2024-05-15 07:18:00,39.65,103.59,80.15,27.15,0.55,0.5,24.0,12.24
6,2024-05-15 07:19:00,58.98,103.59,80.23,27.38,0.55,0.5,24.0,12.24
6,2024-05-15 07:20:00,42.09,113.3,80.31,27.6,0.71,0.7,24.2,17.18
6,2024-05-15 07:21:00,73.22,113.3,80.39,27.83,0.71,0.7,24.2,17.18
6,2024-05-15 07:22:00,65.82,113.3,80.48,28.05,0.71,0.7,24.2,17.18
6,2024-05-15 07:23:00,84.9,113.3,80.56,28.28,0.71,0.7,24.2,17.18
6,2024-05-15 07:24:00,92.34,113.3,80.64,28.5,0.71,0.7,24.2,17.18
6,2024-05-15 07:25:00,88.99,113.3,80.72,28.73,0.71,0.7,24.2,17.18
6,2024-05-15 07:26:00,97.45,113.3,80.8,28.95,0.71,0.7,24.2,17.18
6,2024-05-15 07:27:00,107.67,113.3,80.88,29.18,0.71,0.7,24.2,17.18
6,2024-05-15 07:28:00,89.23,113.3,80.96,29.41,0.71,0.7,24.2,17.18
6,2024-05-15 07:29:00,99.06,113.3,81.04,29.63,0.71,0.7,24.2,17.18
6,2024-05-15 07:30:00,101.14,123.01,81.13,29.86,0.87,1.0,24.3,24.54
6,2024-05-15 07:31:00,109.96,123.01,81.21,30.08,0.87,1.0,24.3,24.54
6,2024-05-15 07:32:00,120.16,123.01,81.29,30.31,0.87,1.0,24.3,24.54
6,2024-05-15 07:33:00,111.13,123.01,81.37,30.53,0.87,1.0,24.3,24.54
6,2024-05-15 07:34:00,114.8,123.01,81.45,30.76,0.87,1.0,24.3,24.54
6,2024-05-15 07:35:00,129.53,123.01,81.53,30.98,0.87,1.0,24.3,24.54
6,2024-05-15 07:36:00,134.05,123.01,81.61,31.21,0.87,1.0,24.3,24.54
6,2024-05-15 07:37:00,145.15,123.01,81.69,31.44,0.87,1.0,24.3,24.54
6,2024-05-15 07:38:00,166.22,123.01,81.78,31.66,0.87,1.0,24.3,24.54
6,2024-05-15 07:39:00,211.3,123.01,81.86,31.89,0.87,1.0,24.3,24.54
6,2024-05-15 07:40:00,225.68,132.33,81.94,32.11,1.02,1.2,24.6,29.77
6,2024-05-15 07:41:00,240.19,132.33,82.02,32.34,1.02,1.2,24.6,29.77
6,2024-05-15 07:42:00,233.33,132.33,82.1,32.57,1.02,1.2,24.6,29.77
6,2024-05-15 07:43:00,234.19,132.33,82.18,32.79,1.02,1.2,24.6,29.77
6,2024-05-15 07:44:00,198.6,132.33,82.26,33.02,1.02,1.2,24.6,29.77
6,2024-05-15 07:45:00,189.34,132.33,82.34,33.24,1.02,1.2,24.6,29.77
6,2024-05-15 07:46:00,210.49,132.33,82.43,33.47,1.02,1.2,24.6,29.77
6,2024-05-15 07:47:00,264.43,132.33,82.51,33.7,1.02,1.2,24.6,29.77
6,2024-05-15 07:48:00,313.44,132.33,82.59,33.92,1.02,1.2,24.6,29.77
6,2024-05-15 07:49:00,305.21,132.33,82.67,34.15,1.02,1.2,24.6,29.77
6,2024-05-15 07:50:00,296.51,141.64,82.75,34.38,1.18,1.5,24.6,37.15
6,2024-05-15 07:51:00,189.7,141.64,82.83,34.6,1.18,1.5,24.6,37.15
6,2024-05-15 07:52:00,89.69,141.64,82.92,34.83,1.18,1.5,24.6,37.15
6,2024-05-15 07:53:00,208.5,141.64,83.0,35.06,1.18,1.5,24.6,37.15
6,2024-05-15 07:54:00,126.63,141.64,83.08,35.28,1.18,1.5,24.6,37.15
6,2024-05-15 07:55:00,120.36,141.64,83.16,35.51,1.18,1.5,24.6,37.15
6,2024-05-15 07:56:00,165.74,141.64,83.24,35.74,1.18,1.5,24.6,37.15
6,2024-05-15 07:57:00,213.52,141.64,83.33,35.96,1.18,1.5,24.6,37.15
6,2024-05-15 07:58:00,331.92,141.64,83.41,36.19,1.18,1.5,24.6,37.15
6,2024-05-15 07:59:00,343.86,141.64,83.49,36.42,1.18,1.5,24.6,37.15
6,2024-05-15 08:00:00,384.75,150.96,83.57,36.64,1.34,1.8,24.7,44.71
6,2024-05-15 08:01:00,270.81,150.96,83.66,36.87,1.34,1.8,24.7,44.71
6,2024-05-15 08:02:00,268.74,150.96,83.74,37.1,1.34,1.8,24.7,44.71
6,2024-05-15 08:03:00,289.46,150.96,83.82,37.32,1.34,1.8,24.7,44.71
6,2024-05-15 08:04:00,308.72,150.96,83.9,37.55,1.34,1.8,24.7,44.71
6,2024-05-15 08:05:00,320.91,150.96,83.99,37.78,1.34,1.8,24.7,44.71
6,2024-05-15 08:06:00,359.74,150.96,84.07,38.0,1.34,1.8,24.7,44.71
6,2024-05-15 08:07:00,356.3,150.96,84.15,38.23,1.34,1.8,24.7,44.71
6,2024-05-15 08:08:00,288.82,150.96,84.24,38.46,1.34,1.8,24.7,44.71
6,2024-05-15 08:09:00,265.34,150.96,84.32,38.69,1.34,1.8,24.7,44.71
6,2024-05-15 08:10:00,306.18,159.67,84.4,38.91,1.49,2.1,24.7,52.12
6,2024-05-15 08:11:00,351.48,159.67,84.49,39.14,1.49,2.1,24.7,52.12
6,2024-05-15 08:12:00,378.22,159.67,84.57,39.37,1.49,2.1,24.7,52.12
6,2024-05-15 08:13:00,393.76,159.67,84.65,39.59,1.49,2.1,24.7,52.12
6,2024-05-15 08:14:00,359.6,159.67,84.74,39.82,1.49,2.1,24.7,52.12
6,2024-05-15 08:15:00,397.97,159.67,84.82,40.05,1.49,2.1,24.7,52.12
6,2024-05-15 08:16:00,412.47,159.67,84.9,40.28,1.49,2.1,24.7,52.12
6,2024-05-15 08:17:00,420.89,159.67,84.99,40.5,1.49,2.1,24.7,52.12
6,2024-05-15 08:18:00,458.41,159.67,85.07,40.73,1.49,2.1,24.7,52.12
6,2024-05-15 08:19:00,428.39,159.67,85.16,40.96,1.49,2.1,24.7,52.12
6,2024-05-15 08:20:00,476.72,168.37,85.24,41.19,1.64,2.5,25.3,63.5
6,2024-05-15 08:21:00,471.14,168.37,85.33,41.41,1.64,2.5,25.3,63.5
6,2024-05-15 08:22:00,479.32,168.37,85.41,41.64,1.64,2.5,25.3,63.5
6,2024-05-15 08:23:00,499.95,168.37,85.5,41.87,1.64,2.5,25.3,63.5
6,2024-05-15 08:24:00,526.18,168.37,85.58,42.1,1.64,2.5,25.3,63.5
6,2024-05-15 08:25:00,522.27,168.37,85.67,42.32,1.64,2.5,25.3,63.5
6,2024-05-15 08:26:00,536.28,168.37,85.75,42.55,1.64,2.5,25.3,63.5
6,2024-05-15 08:27:00,545.88,168.37,85.84,42.78,1.64,2.5,25.3,63.5
6,2024-05-15 08:28:00,545.88,168.37,85.93,43.01,1.64,2.5,25.3,63.5
6,2024-05-15 08:29:00,490.36,168.37,86.01,43.24,1.64,2.5,25.3,63.5
