LocationCode,DateTime,Power(mW),GHI,Azimuth,Elevation,Solarinsolation,H_UVI,TEMP,H_UVI_TEMP_interaction,angle,story,DNI,DHI
6,2024-05-15 05:55:00,8.4,32.3,73.08,8.78,0.05,0.0,22.0,0.22,208,5,115.44,12.97
6,2024-05-15 05:56:00,8.62,33.12,73.18,9.0,0.05,0.0,22.0,0.22,208,5,117.29,13.16
6,2024-05-15 05:57:00,9.7,33.95,73.27,9.21,0.05,0.0,22.0,0.22,208,5,119.14,13.35
6,2024-05-15 05:58:00,10.42,34.77,73.36,9.43,0.05,0.0,22.0,0.22,208,5,121.0,13.54
6,2024-05-15 05:59:00,10.54,35.6,73.45,9.65,0.05,0.0,22.0,0.22,208,5,122.85,13.73
6,2024-05-15 06:00:00,10.06,36.42,73.54,9.86,0.05,0.0,22.3,0.22,208,5,124.7,13.92
6,2024-05-15 06:01:00,11.26,37.36,73.63,10.08,0.05,0.0,22.3,0.22,208,5,125.77,14.05
6,2024-05-15 06:02:00,12.65,38.3,73.72,10.3,0.05,0.0,22.3,0.22,208,5,126.85,14.19
6,2024-05-15 06:03:00,13.23,39.24,73.81,10.52,0.05,0.0,22.3,0.22,208,5,127.92,14.32
6,2024-05-15 06:04:00,12.05,40.18,73.9,10.73,0.05,0.0,22.3,0.22,208,5,128.99,14.45
6,2024-05-15 06:05:00,11.46,41.12,73.99,10.95,0.05,0.0,22.3,0.22,208,5,130.06,14.58
6,2024-05-15 06:06:00,11.95,42.05,74.08,11.17,0.05,0.0,22.3,0.22,208,5,131.14,14.72
6,2024-05-15 06:07:00,10.58,42.99,74.17,11.39,0.05,0.0,22.3,0.22,208,5,132.21,14.85
6,2024-05-15 06:08:00,9.88,43.93,74.25,11.61,0.05,0.0,22.3,0.22,208,5,133.28,14.98
6,2024-05-15 06:09:00,9.76,44.87,74.34,11.83,0.05,0.0,22.3,0.22,208,5,134.36,15.12
6,2024-05-15 06:10:00,10.42,45.81,74.43,12.04,0.11,0.0,22.6,0.23,208,5,135.43,15.25
6,2024-05-15 06:11:00,11.37,46.75,74.52,12.26,0.11,0.0,22.6,0.23,208,5,136.5,15.38
6,2024-05-15 06:12:00,14.18,47.69,74.61,12.48,0.11,0.0,22.6,0.23,208,5,137.57,15.52
6,2024-05-15 06:13:00,16.82,48.63,74.7,12.7,0.11,0.0,22.6,0.23,208,5,138.65,15.65
6,2024-05-15 06:14:00,19.4,49.57,74.78,12.92,0.11,0.0,22.6,0.23,208,5,139.72,15.79
6,2024-05-15 06:15:00,19.66,50.5,74.87,13.14,0.11,0.0,22.6,0.23,208,5,140.79,15.92
6,2024-05-15 06:16:00,20.38,51.44,74.96,13.36,0.11,0.0,22.6,0.23,208,5,141.86,16.05
6,2024-05-15 06:17:00,20.78,52.38,75.05,13.58,0.11,0.0,22.6,0.23,208,5,142.93,16.19
6,2024-05-15 06:18:00,21.61,53.32,75.13,13.8,0.11,0.0,22.6,0.23,208,5,144.01,16.32
6,2024-05-15 06:19:00,22.41,54.26,75.22,14.02,0.11,0.0,22.6,0.23,208,5,145.08,16.46
6,2024-05-15 06:20:00,21.82,55.2,75.31,14.24,0.16,0.1,22.2,2.44,208,5,146.15,16.59
6,2024-05-15 06:21:00,21.47,56.14,75.39,14.46,0.16,0.1,22.2,2.44,208,5,147.22,16.72
6,2024-05-15 06:22:00,20.47,57.08,75.48,14.68,0.16,0.1,22.2,2.44,208,5,148.3,16.86
6,2024-05-15 06:23:00,19.91,58.02,75.57,14.9,0.16,0.1,22.2,2.44,208,5,149.37,16.99
6,2024-05-15 06:24:00,19.79,58.96,75.65,15.12,0.16,0.1,22.2,2.44,208,5,150.44,17.12
6,2024-05-15 06:25:00,19.45,59.9,75.74,15.34,0.16,0.1,22.2,2.44,208,5,151.51,17.26
6,2024-05-15 06:26:00,18.53,60.83,75.83,15.56,0.16,0.1,22.2,2.44,208,5,152.59,17.39
6,2024-05-15 06:27:00,18.42,61.77,75.91,15.78,0.16,0.1,22.2,2.44,208,5,153.66,17.52
6,2024-05-15 06:28:00,18.75,62.71,76.0,16.0,0.16,0.1,22.2,2.44,208,5,154.73,17.65
6,2024-05-15 06:29:00,20.61,63.65,76.08,16.22,0.16,0.1,22.2,2.44,208,5,155.81,17.79
6,2024-05-15 06:30:00,20.55,64.59,76.17,16.44,0.22,0.1,22.6,2.49,208,5,156.88,17.92
6,2024-05-15 06:31:00,20.73,65.57,76.25,16.67,0.22,0.1,22.6,2.49,208,5,157.6,18.02
6,2024-05-15 06:32:00,20.69,66.54,76.34,16.89,0.22,0.1,22.6,2.49,208,5,158.31,18.13
6,2024-05-15 06:33:00,21.26,67.52,76.42,17.11,0.22,0.1,22.6,2.49,208,5,159.02,18.23
6,2024-05-15 06:34:00,21.47,68.49,76.51,17.33,0.22,0.1,22.6,2.49,208,5,159.74,18.33
6,2024-05-15 06:35:00,21.56,69.47,76.59,17.55,0.22,0.1,22.6,2.49,208,5,160.45,18.44
6,2024-05-15 06:36:00,21.56,70.45,76.68,17.77,0.22,0.1,22.6,2.49,208,5,161.17,18.54
6,2024-05-15 06:37:00,21.47,71.42,76.76,17.99,0.22,0.1,22.6,2.49,208,5,161.88,18.64
6,2024-05-15 06:38:00,21.47,72.4,76.85,18.22,0.22,0.1,22.6,2.49,208,5,162.6,18.74
6,2024-05-15 06:39:00,19.96,73.37,76.93,18.44,0.22,0.1,22.6,2.49,208,5,163.32,18.85
6,2024-05-15 06:40:00,17.84,74.35,77.02,18.66,0.28,0.2,22.8,4.79,208,5,164.03,18.95
6,2024-05-15 06:41:00,17.05,75.33,77.1,18.88,0.28,0.2,22.8,4.79,208,5,164.75,19.05
6,2024-05-15 06:42:00,16.01,76.3,77.18,19.1,0.28,0.2,22.8,4.79,208,5,165.46,19.16
6,2024-05-15 06:43:00,16.23,77.28,77.27,19.33,0.28,0.2,22.8,4.79,208,5,166.18,19.26
6,2024-05-15 06:44:00,16.01,78.26,77.35,19.55,0.28,0.2,22.8,4.79,208,5,166.89,19.36
6,2024-05-15 06:45:00,17.08,79.24,77.43,19.77,0.28,0.2,22.8,4.79,208,5,167.61,19.46
6,2024-05-15 06:46:00,19.02,80.21,77.52,19.99,0.28,0.2,22.8,4.79,208,5,168.33,19.57
6,2024-05-15 06:47:00,20.81,81.19,77.6,20.22,0.28,0.2,22.8,4.79,208,5,169.04,19.67
6,2024-05-15 06:48:00,21.74,82.17,77.68,20.44,0.28,0.2,22.8,4.79,208,5,169.76,19.77
6,2024-05-15 06:49:00,25.88,83.14,77.77,20.66,0.28,0.2,22.8,4.79,208,5,170.47,19.88
6,2024-05-15 06:50:00,28.3,84.12,77.85,20.89,0.33,0.2,23.3,4.89,208,5,171.19,19.98
6,2024-05-15 06:51:00,29.48,85.1,77.93,21.11,0.33,0.2,23.3,4.89,208,5,171.9,20.08
6,2024-05-15 06:52:00,30.53,86.07,78.02,21.33,0.33,0.2,23.3,4.89,208,5,172.62,20.19
6,2024-05-15 06:53:00,27.8,87.05,78.1,21.55,0.33,0.2,23.3,4.89,208,5,173.34,20.29
6,2024-05-15 06:54:00,29.27,88.02,78.18,21.78,0.33,0.2,23.3,4.89,208,5,174.05,20.39
6,2024-05-15 06:55:00,35.01,89.0,78.27,22.0,0.33,0.2,23.3,4.89,208,5,174.76,20.5
6,2024-05-15 06:56:00,34.32,89.98,78.35,22.22,0.33,0.2,23.3,4.89,208,5,175.48,20.6
6,2024-05-15 06:57:00,35.39,90.95,78.43,22.45,0.33,0.2,23.3,4.89,208,5,176.2,20.7
6,2024-05-15 06:58:00,37.7,91.93,78.51,22.67,0.33,0.2,23.3,4.89,208,5,176.91,20.8
6,2024-05-15 06:59:00,38.51,92.9,78.6,22.89,0.33,0.2,23.3,4.89,208,5,177.62,20.91
6,2024-05-15 07:00:00,41.92,93.88,78.68,23.12,0.39,0.4,23.5,9.64,208,5,178.34,21.01
6,2024-05-15 07:01:00,46.16,94.85,78.76,23.34,0.39,0.4,23.5,9.64,208,5,178.85,21.09
6,2024-05-15 07:02:00,47.92,95.82,78.84,23.57,0.39,0.4,23.5,9.64,208,5,179.37,21.18
6,2024-05-15 07:03:00,46.41,96.79,78.92,23.79,0.39,0.4,23.5,9.64,208,5,179.88,21.26
6,2024-05-15 07:04:00,49.24,97.76,79.01,24.01,0.39,0.4,23.5,9.64,208,5,180.4,21.34
6,2024-05-15 07:05:00,43.72,98.74,79.09,24.24,0.39,0.4,23.5,9.64,208,5,180.91,21.42
6,2024-05-15 07:06:00,39.48,99.71,79.17,24.46,0.39,0.4,23.5,9.64,208,5,181.42,21.51
6,2024-05-15 07:07:00,43.35,100.68,79.25,24.68,0.39,0.4,23.5,9.64,208,5,181.94,21.59
6,2024-05-15 07:08:00,45.18,101.65,79.33,24.91,0.39,0.4,23.5,9.64,208,5,182.45,21.67
6,2024-05-15 07:09:00,54.04,102.62,79.42,25.13,0.39,0.4,23.5,9.64,208,5,182.97,21.76
6,2024-05-15 07:10:00,46.85,103.59,79.5,25.36,0.55,0.5,24.0,12.24,208,5,183.48,21.84
6,2024-05-15 07:11:00,59.27,104.56,79.58,25.58,0.55,0.5,24.0,12.24,208,5,183.99,21.92
6,2024-05-15 07:12:00,46.41,105.53,79.66,25.81,0.55,0.5,24.0,12.24,208,5,184.51,22.01
6,2024-05-15 07:13:00,41.11,106.5,79.74,26.03,0.55,0.5,24.0,12.24,208,5,185.02,22.09
6,2024-05-15 07:14:00,41.23,107.47,79.82,26.26,0.55,0.5,24.0,12.24,208,5,185.54,22.17
6,2024-05-15 07:15:00,49.24,108.44,79.91,26.48,0.55,0.5,24.0,12.24,208,5,186.05,22.26
6,2024-05-15 07:16:00,69.11,109.42,79.99,26.7,0.55,0.5,24.0,12.24,208,5,186.56,22.34
6,2024-05-15 07:17:00,49.5,110.39,80.07,26.93,0.55,0.5,24.0,12.24,208,5,187.08,22.42
6,2024-05-15 07:18:00,39.65,111.36,80.15,27.15,0.55,0.5,24.0,12.24,208,5,187.59,22.5
6,2024-05-15 07:19:00,58.98,112.33,80.23,27.38,0.55,0.5,24.0,12.24,208,5,188.11,22.59
6,2024-05-15 07:20:00,42.09,113.3,80.31,27.6,0.71,0.7,24.2,17.18,208,5,188.62,22.67
6,2024-05-15 07:21:00,73.22,114.27,80.39,27.83,0.71,0.7,24.2,17.18,208,5,189.13,22.75
6,2024-05-15 07:22:00,65.82,115.24,80.48,28.05,0.71,0.7,24.2,17.18,208,5,189.65,22.84
6,2024-05-15 07:23:00,84.9,116.21,80.56,28.28,0.71,0.7,24.2,17.18,208,5,190.16,22.92
6,2024-05-15 07:24:00,92.34,117.18,80.64,28.5,0.71,0.7,24.2,17.18,208,5,190.68,23.0
6,2024-05-15 07:25:00,88.99,118.16,80.72,28.73,0.71,0.7,24.2,17.18,208,5,191.19,23.08
6,2024-05-15 07:26:00,97.45,119.13,80.8,28.95,0.71,0.7,24.2,17.18,208,5,191.7,23.17
6,2024-05-15 07:27:00,107.67,120.1,80.88,29.18,0.71,0.7,24.2,17.18,208,5,192.22,23.25
6,2024-05-15 07:28:00,89.23,121.07,80.96,29.41,0.71,0.7,24.2,17.18,208,5,192.73,23.33
